"id","name","description","price","price_category","category","flowers","seasonality","occasion","url"
"xof_baskets_029","Flower Basket ""Time to Dream""","Dreamy basket with hydrangea, peonies and spray roses - available in M, L, XL sizes","1800","Mid-Range","Basket / Boxes with flowers","Hydrangea / peon / rose spray","All-Season","General","https://xoflowers.md/basket-time-to-dream/"
"xof_baskets_030","Box with flowers ""Summer morning""","Fresh summer morning box with hydrangea, gerbera, peony, eustoma and mattiola","2000","Premium","Basket / Boxes with flowers","Hydrangea / gerbera / peony / eustoma / mattiola","All-Season","General","https://xoflowers.md/box-summer-morning/"
"xof_baskets_031","Box with hydrangea ""She's the only one!""","Special hydrangea box for that one special person","8300","Premium","Basket / Boxes with flowers","Hydrangea","All-Season","General","https://xoflowers.md/box-hydrangea-shes-the-only-one/"
"xof_baskets_032","Box with roses ""Little miss""","Charming small rose box perfect for young ladies","1400","Mid-Range","Basket / Boxes with flowers","Rose","All-Season","General","https://xoflowers.md/box-little-miss/"
"xof_baskets_033","Box with flowers","Mixed flower box with hydrangea, peony, eustoma and eucalyptus","2950","Premium","Basket / Boxes with flowers","Hydrangea / peony / eustoma / eucalypt","All-Season","General","https://xoflowers.md/box-with-flowers/"
"xof_baskets_034","Basket with peonies Coral Charm","Coral Charm peonies in elegant basket - available in S, M, L, XL sizes","1450","Mid-Range","Basket / Boxes with flowers","Peonies","All-Season","General","https://xoflowers.md/basket-peonies-coral-charm/"
"xof_baskets_035","Basket with roses ""Azalia""","Elegant Azalia rose basket arrangement","2200","Premium","Basket / Boxes with flowers","Roses","All-Season","General","https://xoflowers.md/basket-azalia/"
"xof_baskets_036","Basket with flowers ""Sun kiss""","Sunny arrangement with viburnum, roses, gerbera, eustoma and matiola","2700","Premium","Basket / Boxes with flowers","Viburnum / rose / gerbera / eustoma / matiola","All-Season","General","https://xoflowers.md/basket-sun-kiss/"
"xof_baskets_037","Box with flowers ""The lilac meadow""","Lilac-themed meadow box with gerbera, roses, matiola and tulips","1650","Mid-Range","Basket / Boxes with flowers","Gerbera / rose / matiola / tulip","All-Season","General","https://xoflowers.md/box-lilac-meadow/"
"xof_baskets_038","Box with flowers ""In the embrace of spring""","Spring embrace box with roses, hydrangea, genista and dianthus - available in S and L sizes","1900","Mid-Range","Basket / Boxes with flowers","Rose / hydrangea / genista / dianthus","All-Season","General","https://xoflowers.md/box-embrace-spring/"
"xof_baskets_039","Basket with roses ""Love Valley""","Love Valley rose basket - available with 25, 31, 51 roses","2650","Premium","Basket / Boxes with flowers","Roses","All-Season","General","https://xoflowers.md/basket-love-valley/"
"xof_baskets_040","A basket of roses ""Scarlet Sunset""","Dramatic scarlet sunset roses - available with 21, 35, 51 roses","2400","Premium","Basket / Boxes with flowers","Roses","All-Season","General","https://xoflowers.md/basket-scarlet-sunset/"
"xof_baskets_041","Flower box ""Meringue""","Sweet meringue-inspired box with ranunculus, roses, carnation and hydrangea - available in S and M sizes","1600","Mid-Range","Basket / Boxes with flowers","Ranunculus / rose / carnation / hydrangea","All-Season","General","https://xoflowers.md/box-meringue/"
"xof_baskets_042","Heart ""LOVE IS""","Heart-shaped arrangement with gypsophila - available in S, M, L sizes","1250","Mid-Range","Basket / Boxes with flowers","Gypsophila","All-Season","General","https://xoflowers.md/heart-love-is/"
"xof_baskets_043","Bouquet ""Charm""","Charming rose bouquet - available in S, M, L sizes","1470","Mid-Range","Basket / Boxes with flowers","Rose","All-Season","General","https://xoflowers.md/bouquet-charm/"
"xof_baskets_044","Box ""White swan""","Elegant white swan box with Playa Blanca roses - available in S, M, L sizes","1700","Mid-Range","Basket / Boxes with flowers","Roses Playa Blanca","All-Season","General","https://xoflowers.md/box-white-swan/"
"xof_baskets_045","Flower box ""Eleanor""","Eleanor-inspired box with roses, gerbera, eucalyptus and tulips","1650","Mid-Range","Basket / Boxes with flowers","Rose / gerbera / eucalyptus / tulip","All-Season","General","https://xoflowers.md/box-eleanor/"
"xof_baskets_046","Basket with flowers","Mixed flower basket with hydrangea, germini, spray roses, roses, chrysanthemum and stifa - available in S and M sizes","1200","Mid-Range","Basket / Boxes with flowers","Hydrangea / germini / roses spray / roses / chryzantema / stifa","All-Season","General","https://xoflowers.md/basket-mixed-flowers/"
"xof_baskets_047","Basket with flowers ""Albina""","Albina-themed basket with chrysanthemum, roses and eustoma - available in S and M sizes","1500","Mid-Range","Basket / Boxes with flowers","Chryzantema / rose / eustoma","All-Season","General","https://xoflowers.md/basket-albina/"
"xof_baskets_048","Basket with roses","Classic rose basket - available in S, M, L sizes","1900","Mid-Range","Basket / Boxes with flowers","Rose","All-Season","General","https://xoflowers.md/basket-roses/"
"xof_baskets_049","Basket with flowers ""A touch of fall""","Autumn-themed basket with roses, gerbera, ruskus and chrysanthemum","2200","Premium","Basket / Boxes with flowers","Roses / gerbera / ruskus / chryzantema","All-Season","General","https://xoflowers.md/basket-touch-fall/"
"xof_baskets_050","Basket with flowers ""Hugging the fall""","Cozy autumn basket with roses, chrysanthemum, eustoma and berries","2250","Premium","Basket / Boxes with flowers","Rose / chrysanthemum / eustoma / berries","All-Season","General","https://xoflowers.md/basket-hugging-fall/"
"xof_baskets_051","Basket with flowers ""Assol""","Assol-themed basket with hydrangea, roses and ruscus","1600","Mid-Range","Basket / Boxes with flowers","Hydrangea / rose / ruscus","All-Season","General","https://xoflowers.md/basket-assol/"
"xof_baskets_052","Box with flowers XS","Extra small flower box with hydrangea, roses and eustoma","700","Budget","Basket / Boxes with flowers","Hydrangea / rose / eustoma","All-Season","General","https://xoflowers.md/box-xs/"
"xof_baskets_053","Box with flowers ""Reflection""","Reflective arrangement with hydrangea and eustoma","1100","Mid-Range","Basket / Boxes with flowers","Hydrangea / eustoma","All-Season","General","https://xoflowers.md/box-reflection/"
"xof_baskets_054","Box with flowers ""White Love""","Pure white love box with hydrangea, roses, eustoma and orchids - available in S and M sizes","1500","Mid-Range","Basket / Boxes with flowers","Hydrangea / rose / eustoma / orchid","All-Season","General","https://xoflowers.md/box-white-love/"
"xof_baskets_055","Box with flowers ""A delicate gloss""","Sophisticated glossy box with roses, hydrangea, delphinium, chrysanthemum, eustoma and eucalyptus","2600","Premium","Basket / Boxes with flowers","Rose / hydrangea / delphinium / chrysanthemum / eustoma / eucalyptus","All-Season","General","https://xoflowers.md/box-delicate-gloss/"
"xof_baskets_056","Box with flowers ""A pearl of the soul""","Soulful pearl box with hydrangea, roses, tanacetum, eustoma and peonies","5500","Premium","Basket / Boxes with flowers","Hydrangea / rose / tanacetum / eustoma / peonies","All-Season","General","https://xoflowers.md/box-pearl-soul/"
"xof_baskets_057","Basket with flowers ""A delicate fleur""","Delicate French-inspired basket with Roses Mandala","2700","Premium","Basket / Boxes with flowers","Roses Mandala","All-Season","General","https://xoflowers.md/basket-delicate-fleur/"
"xof_baskets_058","Basket with flowers ""Glints of Summer""","Summer glints basket with peonies, carnation, roses and mallucella","1700","Mid-Range","Basket / Boxes with flowers","Peony / carnation / rose / mallucella","All-Season","General","https://xoflowers.md/basket-glints-summer/"
"xof_baskets_059","Bouquet ""Poetry""","Poetic arrangement with hydrangea, peonies and eucalyptus","1450","Mid-Range","Basket / Boxes with flowers","Hydrangea / peony / eucalyptus","All-Season","General","https://xoflowers.md/bouquet-poetry/"
"xof_baskets_060","Bouquet ""Cloud of tenderness""","Tender cloud bouquet with seasonal peonies and eucalyptus - available in S, M, L sizes","1350","Mid-Range","Basket / Boxes with flowers","Seasonal peony / eucalyptus","All-Season","General","https://xoflowers.md/bouquet-cloud-tenderness/"
"xof_baskets_061","Composition in a basket ""Princess of Heart""","Royal princess basket with Roses Mondial and eucalyptus - available in S, M, L sizes","2200","Premium","Basket / Boxes with flowers","Roses Mondial / eucalyptus","All-Season","General","https://xoflowers.md/basket-princess-heart/"
"xof_baskets_062","Bouquet ""Reverance""","Reverent bouquet with tulips, roses, eucalyptus, geniste and ruscus","2200","Premium","Basket / Boxes with flowers","Tulip / rose / eucalyptus / geniste / ruscus","All-Season","General","https://xoflowers.md/bouquet-reverance/"
"xof_baskets_063","Box with flowers","Mixed box with hydrangea, anthurium, peonies, roses and eucalyptus","1850","Mid-Range","Basket / Boxes with flowers","Hydrangea / anthurium / peony / rose / eucalyptus","All-Season","General","https://xoflowers.md/box-mixed/"
"xof_baskets_064","A basket with beautiful flowers","Beautiful mixed basket with roses, chrysanthemum, freesia, hydrangea and eucalyptus - available in S, M, L sizes","750","Budget","Basket / Boxes with flowers","Rose / chrysanthemum / freesia / hydrangea / eucalyptus","All-Season","General","https://xoflowers.md/basket-beautiful-flowers/"
"xof_baskets_065","Basket with delicate flowers","Delicate basket with hydrangea, roses, freesia, tulips and eucalyptus - available in S, M, L sizes","750","Budget","Basket / Boxes with flowers","Hydrangea / rose / freesia / tulip / eucalyptus","All-Season","General","https://xoflowers.md/basket-delicate-flowers/"
"xof_baskets_066","Box with hydrangea ""Air marshmallow""","Light and airy hydrangea box like marshmallow clouds","6000","Premium","Basket / Boxes with flowers","Hydrangea","All-Season","General","https://xoflowers.md/box-air-marshmallow/"
"xof_baskets_067","Basket with flowers ""Romance""","Romantic basket with roses, carnation and genista","1450","Mid-Range","Basket / Boxes with flowers","Rose / carnation / genista","All-Season","General","https://xoflowers.md/basket-romance/"
"xof_baskets_068","Box ""Vibrant tenderness""","Vibrant yet tender box with roses, tulips, genista and eucalyptus","1500","Mid-Range","Basket / Boxes with flowers","Rose / tulip / genistР° / eucalyptus","All-Season","General","https://xoflowers.md/box-vibrant-tenderness/"
"xof_baskets_069","Box ""Charge of Energy""","Energizing box arrangement with roses","1350","Mid-Range","Basket / Boxes with flowers","Roses","All-Season","General","https://xoflowers.md/box-charge-energy/"
"xof_baskets_070","Box ""A gentle breeze""","Gentle breeze box with hydrangea, eustoma, eucalyptus, peonies and orchids","2500","Premium","Basket / Boxes with flowers","Hydrangea / eustoma / eucalyptus / peony / orchid","All-Season","General","https://xoflowers.md/box-gentle-breeze/"
"xof_baskets_071","Box ""Gracious dance""","Graceful dance box with roses, orchids and eucalyptus","1450","Mid-Range","Basket / Boxes with flowers","Rose / orchid / eucalyptus","All-Season","General","https://xoflowers.md/box-gracious-dance/"
"xof_baskets_072","Complement Box","Compliment box with roses, eustoma and gerbera","800","Mid-Range","Basket / Boxes with flowers","Rose / Eustoma / Gerbera","All-Season","General","https://xoflowers.md/complement-box/"
"xof_baskets_073","Box with flowers ""Warm Memories""","Warm memories box with hydrangea, anthurium, germini, roses and eustoma","2200","Premium","Basket / Boxes with flowers","Hydrangea / anthurium / germini / rose / eustoma","All-Season","General","https://xoflowers.md/box-warm-memories/"
"xof_baskets_074","Basket with flowers ""Cloud of love""","Love cloud basket with tulips, genista, roses and ruscus","2000","Premium","Basket / Boxes with flowers","Tulip / genista / rose / ruscus","All-Season","General","https://xoflowers.md/basket-cloud-love/"
"xof_baskets_075","Box with flowers XS","Extra small flower box","940","Mid-Range","Basket / Boxes with flowers","Mixed flowers","All-Season","General","https://xoflowers.md/box-xs-variant/"
"xof_baskets_076","Basket of flowers ""Excitement of the Heart""","Heart-exciting basket with peonies, hydrangea, herminia, matthiola, eucalyptus, roses and pampas grass","1700","Mid-Range","Basket / Boxes with flowers","Peony / Hydrangea / Herminia / Matthiola / Eucalyptus / Rose / Pampas grass","All-Season","General","https://xoflowers.md/basket-excitement-heart/"
"xof_baskets_077","Box with beautiful flowers","Beautiful flower box with hydrangea, peonies and orchid Vanda","2500","Premium","Basket / Boxes with flowers","Hydrangea / peony / orchid Vanda","All-Season","General","https://xoflowers.md/box-beautiful-flowers/"
"xof_baskets_078","Basket with orchid","Elegant orchid basket with Phalaenopsis orchids","1350","Mid-Range","Basket / Boxes with flowers","Orchid Phalaenopsis","All-Season","General","https://xoflowers.md/basket-orchid/"
"xof_baskets_079","Romantic basket with flowers XS","Extra small romantic basket with hydrangea, tulips and roses","950","Mid-Range","Basket / Boxes with flowers","Hydrangea / tulip / rose","All-Season","General","https://xoflowers.md/romantic-basket-xs/"
"xof_baskets_080","Romantic basket with flowers","Romantic basket with hydrangea, eucalyptus, freesia and tulips","1200","Mid-Range","Basket / Boxes with flowers","Hydrangea / eucalyptus / freesia / tulip","All-Season","General","https://xoflowers.md/romantic-basket/"
"xof_baskets_081","Velvet box with delicate flowers","Luxurious velvet box with orchids, roses, tulips, carnation and asparagus","4800","Premium","Basket / Boxes with flowers","Orchid / rose / tulip / carnation / asparagus","All-Season","General","https://xoflowers.md/velvet-box-delicate/"
"xof_baskets_082","Box with flowers XXL","Extra large flower box with hydrangea, roses, tulips, hyacinth, tanacetum and ranunculus","5500","Premium","Basket / Boxes with flowers","Hydrangea / rose / tulip / hyacinth / tannacetum / ranunculus","All-Season","General","https://xoflowers.md/box-xxl/"
"xof_baskets_083","A box with french roses","French roses box with eucalyptus - available in S, M, L sizes","1050","Mid-Range","Basket / Boxes with flowers","Roses / eucalypt","All-Season","General","https://xoflowers.md/box-french-roses/"
"xof_baskets_084","Basket with flowers XL","Extra large flower basket with hydrangea, gerbera, tulips, geniste, roses and eucalyptus","5500","Premium","Basket / Boxes with flowers","Hydrangea / gerbera / tulip / geniste / rose / eucalyptus","All-Season","General","https://xoflowers.md/basket-xl/"
"xof_baskets_085","Basket ""Spring in her heart""","Spring heart basket with roses, eucalyptus, carnation, tulips, ranunculus and freesia","2500","Premium","Basket / Boxes with flowers","Rose / eucalyptus / carnation / tulip / ranunculus / freesia","All-Season","General","https://xoflowers.md/basket-spring-heart/"
"xof_baskets_086","Basket with flowers","Mixed basket with hydrangea, roses, hellebore, tulips, Prunus branches and eucalyptus","1750","Mid-Range","Basket / Boxes with flowers","Hydrangea / rose / hellebore / tulip / Prunus branches / eucalyptus","All-Season","General","https://xoflowers.md/basket-mixed-spring/"
"xof_baskets_087","Box with flowers ""Spring Dream""","Spring dream box with hydrangea, ranunculus, roses and orchids","2500","Premium","Basket / Boxes with flowers","Hydrangea / ranunculus / rose / orchid","All-Season","General","https://xoflowers.md/box-spring-dream/"
"xof_baskets_088","Basket ""Garden of Eden""","Paradise garden basket with Roses Ocean Song, Roses Pink Mondial, Ranunculus and Clooney Hanoi","4750","Premium","Basket / Boxes with flowers","Roses Ocean Song/Roses Pink Mondial/Ranunculus/Clooney Hanoi","All-Season","General","https://xoflowers.md/basket-garden-eden/"
"xof_baskets_089","Basket with roses Hermosa","Hermosa roses basket arrangement","3200","Premium","Basket / Boxes with flowers","Roses Hermosa","All-Season","General","https://xoflowers.md/basket-hermosa/"
"xof_baskets_090","Flower basket","Classic flower basket with roses, chrysanthemum, hydrangea, viburnum and salal","5000","Premium","Basket / Boxes with flowers","Rose / chrysanthemum / hydrangea / viburnum / salal","All-Season","General","https://xoflowers.md/flower-basket/"
"xof_baskets_091","101 roses in a basket","Grand gesture with 101 red roses in basket - available in S, M, XL sizes","2050","Premium","Basket / Boxes with flowers","Red roses","All-Season","General","https://xoflowers.md/basket-101-roses/"
"xof_baskets_092","Basket with peonis","Short-stemmed peonies nestled comfortably in a round basket. Calm and peaceful composition that creates a summer mood and fills the day with warmth and light. Perfect gift for visits and special occasions.","3100","Premium","Basket / Boxes with flowers","Peony","All-Season","General","https://xoflowers.md/basket-peonis/"
"xof_baskets_093","Basket with white peonies","Magnificent fragrant white peonies in a flowerpot basket. Subtle aroma, noble gloss of blossoming peonies, and half-hints of eucalyptus leaves. Perfect for special occasions and warming the soul.","1750","Mid-Range","Basket / Boxes with flowers","Peony","All-Season","General","https://xoflowers.md/basket-white-peonies/"
"xof_baskets_094","A box of seasonal peonies","Amazing seasonal peonies that are favorites of summer season. In signature box, these peonies sparkle and radiate morning freshness, perfect to brighten any occasion and delight the recipient.","1500","Mid-Range","Basket / Boxes with flowers","Seasonal peonies","All-Season","General","https://xoflowers.md/box-seasonal-peonies/"
"xof_authors_001","Bouquet ""Greenery""","Fresh green arrangement with natural foliage and seasonal flowers for nature lovers","1400","Mid-Range","Author's bouquets","Mixed greens, seasonal flowers","All-Season","General","https://xoflowers.md/bouquet-greenery/"
"xof_authors_002","Bouquet ""Madam""","Elegant arrangement with hydrangea, roses, gerbera and chrysanthemum for sophisticated ladies","2400","Premium","Author's bouquets","Hydrangea / rose / gerbera / chryzantema","All-Season","General","https://xoflowers.md/bouquet-madam/"
"xof_authors_003","Bouquet ""Madam""","Beautiful combination of peonies, viburnum, chrysanthemum and spray roses","1250","Mid-Range","Author's bouquets","Peony / viburnum / crizantema / rose spray","All-Season","General","https://xoflowers.md/bouquet-madam-variant/"
"xof_authors_004","Bouquet ""Beautiful song""","Musical harmony of peonies, hydrangea and chrysanthemum","1250","Mid-Range","Author's bouquets","Peony / hydrangea / chryzantema","All-Season","General","https://xoflowers.md/bouquet-beautiful-song/"
"xof_authors_005","Bouquet ""Summer sun""","Bright sunny arrangement with gerbera, tanacetum and spray roses","1200","Mid-Range","Author's bouquets","Gerbera / tanacetum / rose spray","All-Season","General","https://xoflowers.md/bouquet-summer-sun/"
"xof_authors_006","Bouquet ""Rose, Mattiola and peony""","Classic combination of roses, mattiola and peonies for timeless elegance","1400","Mid-Range","Author's bouquets","Peony / rose / mattiola","All-Season","General","https://xoflowers.md/bouquet-rose-mattiola-peony/"
"xof_authors_007","Bouquet ""Silk Pattern""","Delicate silk-like pattern with hydrangea, peonies and chrysanthemum","1300","Mid-Range","Author's bouquets","Hydrangea / peony / chryzantema","All-Season","General","https://xoflowers.md/bouquet-silk-pattern/"
"xof_authors_008","Bouquet with peonies","Beautiful peony arrangement with roses, chrysanthemum and matiola","1500","Mid-Range","Author's bouquets","Peony / rose / chrizantema / matiola","All-Season","General","https://xoflowers.md/bouquet-with-peonies/"
"xof_authors_009","Bouquet ""Luxurious Love""","Premium luxurious arrangement with hydrangea, peonies, spray roses and gerbera","2800","Premium","Author's bouquets","Hydrangea / peony / rose spray / gerbera","All-Season","General","https://xoflowers.md/bouquet-luxurious-love/"
"xof_authors_010","Bouquet ""Lavender Dream""","Dreamy lavender-inspired bouquet with hydrangea, roses, gerbera, chrysanthemum and dianthus","2200","Premium","Author's bouquets","Hydrangea / rose / gerbera / chrizantema / dianthus","All-Season","General","https://xoflowers.md/bouquet-lavender-dream/"
"xof_authors_011","Bouquet ""Warmth of Petals""","Warm and tender arrangement with hydrangea, roses and eustoma","990","Mid-Range","Author's bouquets","Hydrangea / rose / eustoma","All-Season","General","https://xoflowers.md/bouquet-warmth-petals/"
"xof_authors_012","Bouquet ""Sun Mousse""","Light and airy arrangement with roses, matiola, eustoma and dianthus","950","Mid-Range","Author's bouquets","Rose / matiola / eustoma / dianthus","All-Season","General","https://xoflowers.md/bouquet-sun-mousse/"
"xof_authors_013","Bouquet ""Emotion""","Emotional arrangement with ranunculus, chrysanthemum, spray roses and hydrangea","980","Mid-Range","Author's bouquets","Ranunculus / chrysanthemum / rose spray / hydrangea","All-Season","General","https://xoflowers.md/bouquet-emotion/"
"xof_authors_014","Bouquet ""Lemon Breath""","Fresh citrus-inspired arrangement with hydrangea, roses, tanacetum and tulips","2800","Premium","Author's bouquets","Hydrangea / rose / tanacetum / tulip","All-Season","General","https://xoflowers.md/bouquet-lemon-breath/"
"xof_authors_015","Bouquet ""A melody of love""","Romantic melody with hydrangea, roses, bush roses, gerbera and dianthus","1400","Mid-Range","Author's bouquets","Hydrangea / rose / bush rose / gerbera / dianthus","All-Season","General","https://xoflowers.md/bouquet-melody-love/"
"xof_authors_016","Bouquet ""Gentle warmth""","Gently warm arrangement with hydrangea, roses, chrysanthemum and dianthus","1300","Mid-Range","Author's bouquets","Hydrangea / rose / chrizantema / dianthus","All-Season","General","https://xoflowers.md/bouquet-gentle-warmth/"
"xof_authors_017","Bouquet ""Blazing Tenderness""","Passionate arrangement with gerbera, roses, viburnum, daffodils, hydrangea and amaranth","3200","Premium","Author's bouquets","Gerbera / rose / viburnum / daffodil / hydrangea / amaranth","All-Season","General","https://xoflowers.md/bouquet-blazing-tenderness/"
"xof_authors_018","Bouquet ""Heart in flowers""","Heart-shaped arrangement with roses, gerbera, ranunculus, asparagus and spray roses","2500","Premium","Author's bouquets","Rose / gerbera / ranunculus / asparagus / rose spray","All-Season","General","https://xoflowers.md/bouquet-heart-flowers/"
"xof_authors_019","Bouquet ""Pink seduction""","Seductive pink arrangement with orchids, chrysanthemum, spray roses, roses, genista and tulips","1400","Mid-Range","Author's bouquets","Orchidea / chrizantema / rose spray / rose / genista / tulip","All-Season","General","https://xoflowers.md/bouquet-pink-seduction/"
"xof_authors_020","Bouquet ""The kiss of spring""","Spring kiss arrangement with orchids, hydrangea, roses, spray roses and freesia","1600","Mid-Range","Author's bouquets","Orchidea / hydrangea / rose / rose spray / fresia","All-Season","General","https://xoflowers.md/bouquet-kiss-spring/"
"xof_authors_021","Bouquet ""The flame of desire""","Passionate flame arrangement with roses, spray roses, eucalyptus and dianthus","1200","Mid-Range","Author's bouquets","Rose / rose spray / eucalyptus / dianthus","All-Season","General","https://xoflowers.md/bouquet-flame-desire/"
"xof_authors_022","Bouquet ""Silk evening""","Elegant evening arrangement with roses, tulips, chrysanthemum, allium and ruskus","1250","Mid-Range","Author's bouquets","Rose / tulip / chrizantema / allium / ruskus","All-Season","General","https://xoflowers.md/bouquet-silk-evening/"
"xof_authors_023","Bouquet ""Queen""","Royal arrangement with roses, mantilla, orchids and hydrangea","3500","Premium","Author's bouquets","Trandafir / mantilla / orchidea / hydrangea","All-Season","General","https://xoflowers.md/bouquet-queen/"
"xof_authors_024","Bouquet ""Calm breeze""","Peaceful arrangement with carnation, freesia, genista, spray roses and hypericum","1700","Mid-Range","Author's bouquets","Carnation / fresia / genista / rose spray / hypericom","All-Season","General","https://xoflowers.md/bouquet-calm-breeze/"
"xof_authors_025","Bouquet ""Pink waltz""","Dancing pink arrangement with roses, tulips, chrysanthemum and ruscus","800","Mid-Range","Author's bouquets","Rose / tulip / chrizantema / ruscus","All-Season","General","https://xoflowers.md/bouquet-pink-waltz/"
"xof_authors_026","Bouquet ""Sunny accent""","Bright sunny accent with roses, tulips, chrysanthemum and ruscus","800","Mid-Range","Author's bouquets","Rose / tulip / chrizantema / ruscus","All-Season","General","https://xoflowers.md/bouquet-sunny-accent/"
"xof_authors_027","Bouquet ""The glow of fog""","Mysterious foggy glow arrangement with roses, tulips and chrysanthemum","850","Mid-Range","Author's bouquets","Rose / tulip / chrizantema","All-Season","General","https://xoflowers.md/bouquet-glow-fog/"
"xof_authors_028","Bouquet ""Peachy Dawn""","Soft peachy dawn arrangement with roses, spray roses and gerbera","1450","Mid-Range","Author's bouquets","Rose / rose spray / gerbera","All-Season","General","https://xoflowers.md/bouquet-peachy-dawn/"
"xof_authors_029","Bouquet ""Pearlescent silence""","Quiet pearlescent arrangement with chrysanthemum, lisianthus and spray roses","760","Budget","Author's bouquets","Chrizantema / lisianthus / rose spray","All-Season","General","https://xoflowers.md/bouquet-pearlescent-silence/"
"xof_authors_030","Bouquet ""October magic""","Magical autumn arrangement with roses and chrysanthemum","620","Budget","Author's bouquets","Rose / chryzantema","All-Season","General","https://xoflowers.md/bouquet-october-magic/"
"xof_authors_031","Bouquet ""The warmth of October""","Warm October arrangement with roses, spray roses and chrysanthemum","1200","Mid-Range","Author's bouquets","Rose / rose spray / chrizantema","All-Season","General","https://xoflowers.md/bouquet-warmth-october/"
"xof_authors_032","Bouquet ""Autumn whispers""","Whispering autumn arrangement with roses, dianthus, gerbera, hydrangea and wax","1550","Mid-Range","Author's bouquets","Rose / dianthus / gerbera / hydrangea / wax","All-Season","General","https://xoflowers.md/bouquet-autumn-whispers/"
"xof_authors_033","Bouquet ""Autumn velvet""","Velvety autumn arrangement with roses, chrysanthemum and hydrangea","1250","Mid-Range","Author's bouquets","Rose / chrizantema / hydrangea","All-Season","General","https://xoflowers.md/bouquet-autumn-velvet/"
"xof_authors_034","Bouquet ""The glow of the morning light""","Morning light arrangement with lisianthus, hydrangea, roses and chrysanthemum","2100","Premium","Author's bouquets","Lisianthus / hydrangea / rose / chrizantema","All-Season","General","https://xoflowers.md/bouquet-glow-morning-light/"
"xof_authors_035","Bouquet ""Sufle""","Light and airy soufflГ© arrangement with roses, dianthus and eustoma","1500","Mid-Range","Author's bouquets","Rose / dianthus / eustoma","All-Season","General","https://xoflowers.md/bouquet-sufle/"
"xof_authors_036","Bouquet ""Gift""","Perfect gift arrangement with delphinium, roses and lisianthus","1400","Mid-Range","Author's bouquets","Delphinium / rose / lisianthus","All-Season","General","https://xoflowers.md/bouquet-gift/"
"xof_authors_037","Bouquet ""Patricia""","Elegant Patricia arrangement with lisianthus, roses, hydrangea, panicum and clematis","920","Mid-Range","Author's bouquets","Lisianthus / rose / hydrangea / panicum / clematis","All-Season","General","https://xoflowers.md/bouquet-patricia/"
"xof_authors_038","Bouquet ""A love note""","Romantic love note arrangement with roses, lisianthus and gerbera","1450","Mid-Range","Author's bouquets","Rose / lisianthus / gerbera","All-Season","General","https://xoflowers.md/bouquet-love-note/"
"xof_authors_039","Flower bouquet white and pink","Classic white and pink arrangement with roses, lisianthus and gerbera","1450","Mid-Range","Author's bouquets","Rose / lisianthus / gerbera","All-Season","General","https://xoflowers.md/bouquet-white-pink/"
"xof_authors_040","Bouquet ""Valencia""","Spanish-inspired Valencia arrangement with gerbera, roses, spray roses, lisianthus and hydrangea","3300","Premium","Author's bouquets","Gerbera / rose / rose spray / lisianthus / hydrangea","All-Season","General","https://xoflowers.md/bouquet-valencia/"
"xof_authors_041","Bouquet ""Waltz""","Dancing waltz arrangement with roses, lisianthus, lunaria and dahlia","2300","Premium","Author's bouquets","Rose / lisianthus / lunaria / dahlia","All-Season","General","https://xoflowers.md/bouquet-waltz/"
"xof_authors_042","Bouquet ""Toscana""","Tuscan-inspired arrangement with eustoma, scabiosa, antirinium, hydrangea, bergras and panicum","1500","Mid-Range","Author's bouquets","Eustoma / scabiosa / anthirinium / hydrangea / bergras / panicum","All-Season","General","https://xoflowers.md/bouquet-toscana/"
"xof_authors_043","Bouquet ""Journey""","Travel-inspired arrangement with hydrangea, roses, gerbera, scabiosa and eustoma","1750","Mid-Range","Author's bouquets","Hydrangea / rose / gerbera / scabiosa / eustoma","All-Season","General","https://xoflowers.md/bouquet-journey/"
"xof_authors_044","Bouquet ""Camilla""","Elegant Camilla arrangement with hydrangea, spray roses, eustoma, viburnum, freesia and tanacetum","1950","Mid-Range","Author's bouquets","Hydrangea / roses spray / eustoma / viburnum / fresia / tanacetum","All-Season","General","https://xoflowers.md/bouquet-camilla/"
"xof_authors_045","Bouquet ""Hot summer""","Hot summer arrangement with peonies, eustoma, tanacetum, antheridium and roses","1100","Mid-Range","Author's bouquets","Peon / eustoma / tanacetum / antheridium / rose","All-Season","General","https://xoflowers.md/bouquet-hot-summer/"
"xof_authors_046","Bouquet of flowers ""Summer Cocktail""","Refreshing summer cocktail with germini, peonies and spray roses","550","Budget","Author's bouquets","Germini / peon / rose spray","All-Season","General","https://xoflowers.md/bouquet-summer-cocktail/"
"xof_authors_047","Bouquet ""Assol""","Dreamy Assol arrangement with peonies, spray roses and eucalyptus","650","Budget","Author's bouquets","Peon / roses spray / eucalypt","All-Season","General","https://xoflowers.md/bouquet-assol/"
"xof_authors_048","Bouquet ""Caprice""","Capricious arrangement with delphinium, peonies, hydrangea, scabiosa and mattiola","3200","Premium","Author's bouquets","Delphinium / peony / hydrangea / scabiosa / mattiola","All-Season","General","https://xoflowers.md/bouquet-caprice/"
"xof_authors_049","Bouquet of flowers ""Island of Love""","Romantic island arrangement with hydrangea, roses and chrysanthemum","1900","Mid-Range","Author's bouquets","Hydrangea / rose / chrysanthemum","All-Season","General","https://xoflowers.md/bouquet-island-love/"
