"id","name","description","price","category","flowers","url"
"xof_baskets_043","Bouquet ""Charm""","Charming rose bouquet - available in S, M, L sizes","1470","Basket / Boxes with flowers","Rose","https://xoflowers.md/bouquet-charm/"
"xof_baskets_044","Box ""White swan""","Elegant white swan box with Playa Blanca roses - available in S, M, L sizes","1700","Basket / Boxes with flowers","Roses Playa Blanca","https://xoflowers.md/box-white-swan/"
"xof_baskets_045","Flower box ""Eleanor""","Eleanor-inspired box with roses, gerbera, eucalyptus and tulips","1650","Basket / Boxes with flowers","Rose / gerbera / eucalyptus / tulip","https://xoflowers.md/box-eleanor/"
"xof_baskets_046","Basket with flowers","Mixed flower basket with hydrangea, germini, spray roses, roses, chrysanthemum and stifa - available in S and M sizes","1200","Basket / Boxes with flowers","Hydrangea / germini / roses spray / roses / chryzantema / stifa","https://xoflowers.md/basket-mixed-flowers/"
"xof_baskets_047","Basket with flowers ""Albina""","Albina-themed basket with chrysanthemum, roses and eustoma - available in S and M sizes","1500","Basket / Boxes with flowers","Chryzantema / rose / eustoma","https://xoflowers.md/basket-albina/"
"xof_baskets_048","Basket with roses","Classic rose basket - available in S, M, L sizes","1900","Basket / Boxes with flowers","Rose","https://xoflowers.md/basket-roses/"
"xof_baskets_049","Basket with flowers ""A touch of fall""","Autumn-themed basket with roses, gerbera, ruskus and chrysanthemum","2200","Basket / Boxes with flowers","Roses / gerbera / ruskus / chryzantema","https://xoflowers.md/basket-touch-fall/"
"xof_baskets_050","Basket with flowers ""Hugging the fall""","Cozy autumn basket with roses, chrysanthemum, eustoma and berries","2250","Basket / Boxes with flowers","Rose / chrysanthemum / eustoma / berries","https://xoflowers.md/basket-hugging-fall/"
"xof_baskets_051","Basket with flowers ""Assol""","Assol-themed basket with hydrangea, roses and ruscus","1600","Basket / Boxes with flowers","Hydrangea / rose / ruscus","https://xoflowers.md/basket-assol/"
"xof_baskets_052","Box with flowers XS","Extra small flower box with hydrangea, roses and eustoma","700","Basket / Boxes with flowers","Hydrangea / rose / eustoma","https://xoflowers.md/box-xs/"
"xof_baskets_053","Box with flowers ""Reflection""","Reflective arrangement with hydrangea and eustoma","1100","Basket / Boxes with flowers","Hydrangea / eustoma","https://xoflowers.md/box-reflection/"
"xof_baskets_054","Box with flowers ""White Love""","Pure white love box with hydrangea, roses, eustoma and orchids - available in S and M sizes","1500","Basket / Boxes with flowers","Hydrangea / rose / eustoma / orchid","https://xoflowers.md/box-white-love/"
"xof_baskets_055","Box with flowers ""A delicate gloss""","Sophisticated glossy box with roses, hydrangea, delphinium, chrysanthemum, eustoma and eucalyptus","2600","Basket / Boxes with flowers","Rose / hydrangea / delphinium / chrysanthemum / eustoma / eucalyptus","https://xoflowers.md/box-delicate-gloss/"
"xof_baskets_056","Box with flowers ""A pearl of the soul""","Soulful pearl box with hydrangea, roses, tanacetum, eustoma and peonies","5500","Basket / Boxes with flowers","Hydrangea / rose / tanacetum / eustoma / peonies","https://xoflowers.md/box-pearl-soul/"
"xof_baskets_057","Basket with flowers ""A delicate fleur""","Delicate French-inspired basket with Roses Mandala","2700","Basket / Boxes with flowers","Roses Mandala","https://xoflowers.md/basket-delicate-fleur/"
"xof_baskets_058","Basket with flowers ""Glints of Summer""","Summer glints basket with peonies, carnation, roses and mallucella","1700","Basket / Boxes with flowers","Peony / carnation / rose / mallucella","https://xoflowers.md/basket-glints-summer/"
"xof_baskets_059","Bouquet ""Poetry""","Poetic arrangement with hydrangea, peonies and eucalyptus","1450","Basket / Boxes with flowers","Hydrangea / peony / eucalyptus","https://xoflowers.md/bouquet-poetry/"
"xof_baskets_060","Bouquet ""Cloud of tenderness""","Tender cloud bouquet with seasonal peonies and eucalyptus - available in S, M, L sizes","1350","Basket / Boxes with flowers","Seasonal peony / eucalyptus","https://xoflowers.md/bouquet-cloud-tenderness/"
"xof_baskets_061","Composition in a basket ""Princess of Heart""","Royal princess basket with Roses Mondial and eucalyptus - available in S, M, L sizes","2200","Basket / Boxes with flowers","Roses Mondial / eucalyptus","https://xoflowers.md/basket-princess-heart/"
"xof_baskets_062","Bouquet ""Reverance""","Reverent bouquet with tulips, roses, eucalyptus, geniste and ruscus","2200","Basket / Boxes with flowers","Tulip / rose / eucalyptus / geniste / ruscus","https://xoflowers.md/bouquet-reverance/"
"xof_baskets_063","Box with flowers","Mixed box with hydrangea, anthurium, peonies, roses and eucalyptus","1850","Basket / Boxes with flowers","Hydrangea / anthurium / peony / rose / eucalyptus","https://xoflowers.md/box-mixed/"
"xof_baskets_064","A basket with beautiful flowers","Beautiful mixed basket with roses, chrysanthemum, freesia, hydrangea and eucalyptus - available in S, M, L sizes","750","Basket / Boxes with flowers","Rose / chrysanthemum / freesia / hydrangea / eucalyptus","https://xoflowers.md/basket-beautiful-flowers/"
"xof_baskets_065","Basket with delicate flowers","Delicate basket with hydrangea, roses, freesia, tulips and eucalyptus - available in S, M, L sizes","750","Basket / Boxes with flowers","Hydrangea / rose / freesia / tulip / eucalyptus","https://xoflowers.md/basket-delicate-flowers/"
"xof_baskets_066","Box with hydrangea ""Air marshmallow""","Light and airy hydrangea box like marshmallow clouds","6000","Basket / Boxes with flowers","Hydrangea","https://xoflowers.md/box-air-marshmallow/"
"xof_baskets_067","Basket with flowers ""Romance""","Romantic basket with roses, carnation and genista","1450","Basket / Boxes with flowers","Rose / carnation / genista","https://xoflowers.md/basket-romance/"
"xof_baskets_068","Box ""Vibrant tenderness""","Vibrant yet tender box with roses, tulips, genista and eucalyptus","1500","Basket / Boxes with flowers","Rose / tulip / genistР° / eucalyptus","https://xoflowers.md/box-vibrant-tenderness/"
"xof_baskets_069","Box ""Charge of Energy""","Energizing box arrangement with roses","1350","Basket / Boxes with flowers","Roses","https://xoflowers.md/box-charge-energy/"
"xof_baskets_070","Box ""A gentle breeze""","Gentle breeze box with hydrangea, eustoma, eucalyptus, peonies and orchids","2500","Basket / Boxes with flowers","Hydrangea / eustoma / eucalyptus / peony / orchid","https://xoflowers.md/box-gentle-breeze/"
"xof_baskets_071","Box ""Gracious dance""","Graceful dance box with roses, orchids and eucalyptus","1450","Basket / Boxes with flowers","Rose / orchid / eucalyptus","https://xoflowers.md/box-gracious-dance/"
"xof_baskets_072","Complement Box","Compliment box with roses, eustoma and gerbera","800","Basket / Boxes with flowers","Rose / Eustoma / Gerbera","https://xoflowers.md/complement-box/"
"xof_baskets_073","Box with flowers ""Warm Memories""","Warm memories box with hydrangea, anthurium, germini, roses and eustoma","2200","Basket / Boxes with flowers","Hydrangea / anthurium / germini / rose / eustoma","https://xoflowers.md/box-warm-memories/"
"xof_baskets_074","Basket with flowers ""Cloud of love""","Love cloud basket with tulips, genista, roses and ruscus","2000","Basket / Boxes with flowers","Tulip / genista / rose / ruscus","https://xoflowers.md/basket-cloud-love/"
"xof_baskets_075","Box with flowers XS","Extra small flower box","940","Basket / Boxes with flowers","Mixed flowers","https://xoflowers.md/box-xs-variant/"
"xof_baskets_076","Basket of flowers ""Excitement of the Heart""","Heart-exciting basket with peonies, hydrangea, herminia, matthiola, eucalyptus, roses and pampas grass","1700","Basket / Boxes with flowers","Peony / Hydrangea / Herminia / Matthiola / Eucalyptus / Rose / Pampas grass","https://xoflowers.md/basket-excitement-heart/"
"xof_baskets_077","Box with beautiful flowers","Beautiful flower box with hydrangea, peonies and orchid Vanda","2500","Basket / Boxes with flowers","Hydrangea / peony / orchid Vanda","https://xoflowers.md/box-beautiful-flowers/"
"xof_baskets_078","Basket with orchid","Elegant orchid basket with Phalaenopsis orchids","1350","Basket / Boxes with flowers","Orchid Phalaenopsis","https://xoflowers.md/basket-orchid/"
"xof_baskets_079","Romantic basket with flowers XS","Extra small romantic basket with hydrangea, tulips and roses","950","Basket / Boxes with flowers","Hydrangea / tulip / rose","https://xoflowers.md/romantic-basket-xs/"
"xof_baskets_080","Romantic basket with flowers","Romantic basket with hydrangea, eucalyptus, freesia and tulips","1200","Basket / Boxes with flowers","Hydrangea / eucalyptus / freesia / tulip","https://xoflowers.md/romantic-basket/"
"xof_baskets_081","Velvet box with delicate flowers","Luxurious velvet box with orchids, roses, tulips, carnation and asparagus","4800","Basket / Boxes with flowers","Orchid / rose / tulip / carnation / asparagus","https://xoflowers.md/velvet-box-delicate/"
"xof_baskets_082","Box with flowers XXL","Extra large flower box with hydrangea, roses, tulips, hyacinth, tanacetum and ranunculus","5500","Basket / Boxes with flowers","Hydrangea / rose / tulip / hyacinth / tannacetum / ranunculus","https://xoflowers.md/box-xxl/"
"xof_baskets_083","A box with french roses","French roses box with eucalyptus - available in S, M, L sizes","1050","Basket / Boxes with flowers","Roses / eucalypt","https://xoflowers.md/box-french-roses/"
"xof_baskets_084","Basket with flowers XL","Extra large flower basket with hydrangea, gerbera, tulips, geniste, roses and eucalyptus","5500","Basket / Boxes with flowers","Hydrangea / gerbera / tulip / geniste / rose / eucalyptus","https://xoflowers.md/basket-xl/"
"xof_baskets_085","Basket ""Spring in her heart""","Spring heart basket with roses, eucalyptus, carnation, tulips, ranunculus and freesia","2500","Basket / Boxes with flowers","Rose / eucalyptus / carnation / tulip / ranunculus / freesia","https://xoflowers.md/basket-spring-heart/"
"xof_baskets_086","Basket with flowers","Mixed basket with hydrangea, roses, hellebore, tulips, Prunus branches and eucalyptus","1750","Basket / Boxes with flowers","Hydrangea / rose / hellebore / tulip / Prunus branches / eucalyptus","https://xoflowers.md/basket-mixed-spring/"
"xof_baskets_087","Box with flowers ""Spring Dream""","Spring dream box with hydrangea, ranunculus, roses and orchids","2500","Basket / Boxes with flowers","Hydrangea / ranunculus / rose / orchid","https://xoflowers.md/box-spring-dream/"
"xof_baskets_088","Basket ""Garden of Eden""","Paradise garden basket with Roses Ocean Song, Roses Pink Mondial, Ranunculus and Clooney Hanoi","4750","Basket / Boxes with flowers","Roses Ocean Song/Roses Pink Mondial/Ranunculus/Clooney Hanoi","https://xoflowers.md/basket-garden-eden/"
"xof_baskets_089","Basket with roses Hermosa","Hermosa roses basket arrangement","3200","Basket / Boxes with flowers","Roses Hermosa","https://xoflowers.md/basket-hermosa/"
"xof_baskets_090","Flower basket","Classic flower basket with roses, chrysanthemum, hydrangea, viburnum and salal","5000","Basket / Boxes with flowers","Rose / chrysanthemum / hydrangea / viburnum / salal","https://xoflowers.md/flower-basket/"
"xof_baskets_091","101 roses in a basket","Grand gesture with 101 red roses in basket - available in S, M, XL sizes","2050","Basket / Boxes with flowers","Red roses","https://xoflowers.md/basket-101-roses/"
"xof_baskets_092","Basket with peonis","Short-stemmed peonies nestled comfortably in a round basket. Calm and peaceful composition that creates a summer mood and fills the day with warmth and light. Perfect gift for visits and special occasions.","3100","Basket / Boxes with flowers","Peony","https://xoflowers.md/basket-peonis/"
"xof_baskets_093","Basket with white peonies","Magnificent fragrant white peonies in a flowerpot basket. Subtle aroma, noble gloss of blossoming peonies, and half-hints of eucalyptus leaves. Perfect for special occasions and warming the soul.","1750","Basket / Boxes with flowers","Peony","https://xoflowers.md/basket-white-peonies/"
"xof_baskets_094","A box of seasonal peonies","Amazing seasonal peonies that are favorites of summer season. In signature box, these peonies sparkle and radiate morning freshness, perfect to brighten any occasion and delight the recipient.","1500","Basket / Boxes with flowers","Seasonal peonies","https://xoflowers.md/box-seasonal-peonies/"
"xof_authors_001","Bouquet ""Greenery""","Fresh green arrangement with natural foliage and seasonal flowers for nature lovers","1400","Author's bouquets","Mixed greens, seasonal flowers","https://xoflowers.md/bouquet-greenery/"
"xof_authors_002","Bouquet ""Madam""","Elegant arrangement with hydrangea, roses, gerbera and chrysanthemum for sophisticated ladies","2400","Author's bouquets","Hydrangea / rose / gerbera / chryzantema","https://xoflowers.md/bouquet-madam/"
"xof_authors_003","Bouquet ""Madam""","Beautiful combination of peonies, viburnum, chrysanthemum and spray roses","1250","Author's bouquets","Peony / viburnum / crizantema / rose spray","https://xoflowers.md/bouquet-madam-variant/"
"xof_authors_004","Bouquet ""Beautiful song""","Musical harmony of peonies, hydrangea and chrysanthemum","1250","Author's bouquets","Peony / hydrangea / chryzantema","https://xoflowers.md/bouquet-beautiful-song/"
"xof_authors_005","Bouquet ""Summer sun""","Bright sunny arrangement with gerbera, tanacetum and spray roses","1200","Author's bouquets","Gerbera / tanacetum / rose spray","https://xoflowers.md/bouquet-summer-sun/"
"xof_authors_006","Bouquet ""Rose, Mattiola and peony""","Classic combination of roses, mattiola and peonies for timeless elegance","1400","Author's bouquets","Peony / rose / mattiola","https://xoflowers.md/bouquet-rose-mattiola-peony/"
"xof_authors_007","Bouquet ""Silk Pattern""","Delicate silk-like pattern with hydrangea, peonies and chrysanthemum","1300","Author's bouquets","Hydrangea / peony / chryzantema","https://xoflowers.md/bouquet-silk-pattern/"
"xof_authors_008","Bouquet with peonies","Beautiful peony arrangement with roses, chrysanthemum and matiola","1500","Author's bouquets","Peony / rose / chrizantema / matiola","https://xoflowers.md/bouquet-with-peonies/"
"xof_authors_009","Bouquet ""Luxurious Love""","Premium luxurious arrangement with hydrangea, peonies, spray roses and gerbera","2800","Author's bouquets","Hydrangea / peony / rose spray / gerbera","https://xoflowers.md/bouquet-luxurious-love/"
"xof_authors_010","Bouquet ""Lavender Dream""","Dreamy lavender-inspired bouquet with hydrangea, roses, gerbera, chrysanthemum and dianthus","2200","Author's bouquets","Hydrangea / rose / gerbera / chrizantema / dianthus","https://xoflowers.md/bouquet-lavender-dream/"
"xof_authors_011","Bouquet ""Warmth of Petals""","Warm and tender arrangement with hydrangea, roses and eustoma","990","Author's bouquets","Hydrangea / rose / eustoma","https://xoflowers.md/bouquet-warmth-petals/"
"xof_authors_012","Bouquet ""Sun Mousse""","Light and airy arrangement with roses, matiola, eustoma and dianthus","950","Author's bouquets","Rose / matiola / eustoma / dianthus","https://xoflowers.md/bouquet-sun-mousse/"
"xof_authors_013","Bouquet ""Emotion""","Emotional arrangement with ranunculus, chrysanthemum, spray roses and hydrangea","980","Author's bouquets","Ranunculus / chrysanthemum / rose spray / hydrangea","https://xoflowers.md/bouquet-emotion/"
"xof_authors_014","Bouquet ""Lemon Breath""","Fresh citrus-inspired arrangement with hydrangea, roses, tanacetum and tulips","2800","Author's bouquets","Hydrangea / rose / tanacetum / tulip","https://xoflowers.md/bouquet-lemon-breath/"
"xof_authors_015","Bouquet ""A melody of love""","Romantic melody with hydrangea, roses, bush roses, gerbera and dianthus","1400","Author's bouquets","Hydrangea / rose / bush rose / gerbera / dianthus","https://xoflowers.md/bouquet-melody-love/"
"xof_authors_016","Bouquet ""Gentle warmth""","Gently warm arrangement with hydrangea, roses, chrysanthemum and dianthus","1300","Author's bouquets","Hydrangea / rose / chrizantema / dianthus","https://xoflowers.md/bouquet-gentle-warmth/"
"xof_authors_017","Bouquet ""Blazing Tenderness""","Passionate arrangement with gerbera, roses, viburnum, daffodils, hydrangea and amaranth","3200","Author's bouquets","Gerbera / rose / viburnum / daffodil / hydrangea / amaranth","https://xoflowers.md/bouquet-blazing-tenderness/"
"xof_authors_018","Bouquet ""Heart in flowers""","Heart-shaped arrangement with roses, gerbera, ranunculus, asparagus and spray roses","2500","Author's bouquets","Rose / gerbera / ranunculus / asparagus / rose spray","https://xoflowers.md/bouquet-heart-flowers/"
"xof_authors_019","Bouquet ""Pink seduction""","Seductive pink arrangement with orchids, chrysanthemum, spray roses, roses, genista and tulips","1400","Author's bouquets","Orchidea / chrizantema / rose spray / rose / genista / tulip","https://xoflowers.md/bouquet-pink-seduction/"
"xof_authors_020","Bouquet ""The kiss of spring""","Spring kiss arrangement with orchids, hydrangea, roses, spray roses and freesia","1600","Author's bouquets","Orchidea / hydrangea / rose / rose spray / fresia","https://xoflowers.md/bouquet-kiss-spring/"
"xof_authors_021","Bouquet ""The flame of desire""","Passionate flame arrangement with roses, spray roses, eucalyptus and dianthus","1200","Author's bouquets","Rose / rose spray / eucalyptus / dianthus","https://xoflowers.md/bouquet-flame-desire/"
"xof_authors_022","Bouquet ""Silk evening""","Elegant evening arrangement with roses, tulips, chrysanthemum, allium and ruskus","1250","Author's bouquets","Rose / tulip / chrizantema / allium / ruskus","https://xoflowers.md/bouquet-silk-evening/"
"xof_authors_023","Bouquet ""Queen""","Royal arrangement with roses, mantilla, orchids and hydrangea","3500","Author's bouquets","Trandafir / mantilla / orchidea / hydrangea","https://xoflowers.md/bouquet-queen/"
"xof_authors_024","Bouquet ""Calm breeze""","Peaceful arrangement with carnation, freesia, genista, spray roses and hypericum","1700","Author's bouquets","Carnation / fresia / genista / rose spray / hypericom","https://xoflowers.md/bouquet-calm-breeze/"
"xof_authors_025","Bouquet ""Pink waltz""","Dancing pink arrangement with roses, tulips, chrysanthemum and ruscus","800","Author's bouquets","Rose / tulip / chrizantema / ruscus","https://xoflowers.md/bouquet-pink-waltz/"
"xof_authors_026","Bouquet ""Sunny accent""","Bright sunny accent with roses, tulips, chrysanthemum and ruscus","800","Author's bouquets","Rose / tulip / chrizantema / ruscus","https://xoflowers.md/bouquet-sunny-accent/"
"xof_authors_027","Bouquet ""The glow of fog""","Mysterious foggy glow arrangement with roses, tulips and chrysanthemum","850","Author's bouquets","Rose / tulip / chrizantema","https://xoflowers.md/bouquet-glow-fog/"
"xof_authors_028","Bouquet ""Peachy Dawn""","Soft peachy dawn arrangement with roses, spray roses and gerbera","1450","Author's bouquets","Rose / rose spray / gerbera","https://xoflowers.md/bouquet-peachy-dawn/"
"xof_authors_029","Bouquet ""Pearlescent silence""","Quiet pearlescent arrangement with chrysanthemum, lisianthus and spray roses","760","Author's bouquets","Chrizantema / lisianthus / rose spray","https://xoflowers.md/bouquet-pearlescent-silence/"
"xof_authors_030","Bouquet ""October magic""","Magical autumn arrangement with roses and chrysanthemum","620","Author's bouquets","Rose / chryzantema","https://xoflowers.md/bouquet-october-magic/"
"xof_authors_031","Bouquet ""The warmth of October""","Warm October arrangement with roses, spray roses and chrysanthemum","1200","Author's bouquets","Rose / rose spray / chrizantema","https://xoflowers.md/bouquet-warmth-october/"
"xof_authors_032","Bouquet ""Autumn whispers""","Whispering autumn arrangement with roses, dianthus, gerbera, hydrangea and wax","1550","Author's bouquets","Rose / dianthus / gerbera / hydrangea / wax","https://xoflowers.md/bouquet-autumn-whispers/"
"xof_authors_033","Bouquet ""Autumn velvet""","Velvety autumn arrangement with roses, chrysanthemum and hydrangea","1250","Author's bouquets","Rose / chrizantema / hydrangea","https://xoflowers.md/bouquet-autumn-velvet/"
"xof_authors_034","Bouquet ""The glow of the morning light""","Morning light arrangement with lisianthus, hydrangea, roses and chrysanthemum","2100","Author's bouquets","Lisianthus / hydrangea / rose / chrizantema","https://xoflowers.md/bouquet-glow-morning-light/"
"xof_authors_035","Bouquet ""Sufle""","Light and airy soufflГ© arrangement with roses, dianthus and eustoma","1500","Author's bouquets","Rose / dianthus / eustoma","https://xoflowers.md/bouquet-sufle/"
"xof_authors_036","Bouquet ""Gift""","Perfect gift arrangement with delphinium, roses and lisianthus","1400","Author's bouquets","Delphinium / rose / lisianthus","https://xoflowers.md/bouquet-gift/"
"xof_authors_037","Bouquet ""Patricia""","Elegant Patricia arrangement with lisianthus, roses, hydrangea, panicum and clematis","920","Author's bouquets","Lisianthus / rose / hydrangea / panicum / clematis","https://xoflowers.md/bouquet-patricia/"
"xof_authors_038","Bouquet ""A love note""","Romantic love note arrangement with roses, lisianthus and gerbera","1450","Author's bouquets","Rose / lisianthus / gerbera","https://xoflowers.md/bouquet-love-note/"
"xof_authors_039","Flower bouquet white and pink","Classic white and pink arrangement with roses, lisianthus and gerbera","1450","Author's bouquets","Rose / lisianthus / gerbera","https://xoflowers.md/bouquet-white-pink/"
"xof_authors_040","Bouquet ""Valencia""","Spanish-inspired Valencia arrangement with gerbera, roses, spray roses, lisianthus and hydrangea","3300","Author's bouquets","Gerbera / rose / rose spray / lisianthus / hydrangea","https://xoflowers.md/bouquet-valencia/"
"xof_authors_041","Bouquet ""Waltz""","Dancing waltz arrangement with roses, lisianthus, lunaria and dahlia","2300","Author's bouquets","Rose / lisianthus / lunaria / dahlia","https://xoflowers.md/bouquet-waltz/"
"xof_authors_042","Bouquet ""Toscana""","Tuscan-inspired arrangement with eustoma, scabiosa, antirinium, hydrangea, bergras and panicum","1500","Author's bouquets","Eustoma / scabiosa / anthirinium / hydrangea / bergras / panicum","https://xoflowers.md/bouquet-toscana/"
"xof_authors_043","Bouquet ""Journey""","Travel-inspired arrangement with hydrangea, roses, gerbera, scabiosa and eustoma","1750","Author's bouquets","Hydrangea / rose / gerbera / scabiosa / eustoma","https://xoflowers.md/bouquet-journey/"
"xof_authors_044","Bouquet ""Camilla""","Elegant Camilla arrangement with hydrangea, spray roses, eustoma, viburnum, freesia and tanacetum","1950","Author's bouquets","Hydrangea / roses spray / eustoma / viburnum / fresia / tanacetum","https://xoflowers.md/bouquet-camilla/"
"xof_authors_045","Bouquet ""Hot summer""","Hot summer arrangement with peonies, eustoma, tanacetum, antheridium and roses","1100","Author's bouquets","Peon / eustoma / tanacetum / antheridium / rose","https://xoflowers.md/bouquet-hot-summer/"
"xof_authors_046","Bouquet of flowers ""Summer Cocktail""","Refreshing summer cocktail with germini, peonies and spray roses","550","Author's bouquets","Germini / peon / rose spray","https://xoflowers.md/bouquet-summer-cocktail/"
"xof_authors_047","Bouquet ""Assol""","Dreamy Assol arrangement with peonies, spray roses and eucalyptus","650","Author's bouquets","Peon / roses spray / eucalypt","https://xoflowers.md/bouquet-assol/"
"xof_authors_048","Bouquet ""Caprice""","Capricious arrangement with delphinium, peonies, hydrangea, scabiosa and mattiola","3200","Author's bouquets","Delphinium / peony / hydrangea / scabiosa / mattiola","https://xoflowers.md/bouquet-caprice/"
"xof_authors_049","Bouquet of flowers ""Island of Love""","Romantic island arrangement with hydrangea, roses and chrysanthemum","1900","Author's bouquets","Hydrangea / rose / chrysanthemum","https://xoflowers.md/bouquet-island-love/"
"xof_authors_050","Bouquet ""Antonia""","Classic Antonia arrangement with peonies, roses and chrysanthemum","1800","Author's bouquets","Peonie / rose / chryzantema","https://xoflowers.md/bouquet-antonia/"
"xof_authors_051","Flower bouquet ""Vanilla""","Sweet vanilla arrangement with gerbera, roses, antirinium and panicum","1000","Author's bouquets","Gerbera / rose / anthrinium / panicum","https://xoflowers.md/bouquet-vanilla/"
"xof_authors_052","Bouquet ""Grace Kelly""","Elegant Grace Kelly arrangement with hydrangea and roses","2400","Author's bouquets","Hydrangea / rose","https://xoflowers.md/bouquet-grace-kelly/"
"xof_authors_053","Bouquet ""Lily""","Fresh lily arrangement with viburnum, spray roses, hydrangea and peonies","1400","Author's bouquets","Viburnum / roses spray / hydrangea / peonies","https://xoflowers.md/bouquet-lily/"
"xof_authors_054","Buchet de flori ""Lilac Beauty""","Beautiful lilac arrangement with roses, eustoma and chrysanthemum","750","Author's bouquets","Rose / eustoma / chryzantema","https://xoflowers.md/buchet-lilac-beauty/"
"xof_authors_055","Bouquet ""Alps""","Mountain-inspired arrangement with viburnum, matiola, anthurium, roses and peonies","1680","Author's bouquets","Viburnum / matiola / anthurium / rose / peony","https://xoflowers.md/bouquet-alps/"
"xof_authors_056","Bouquet ""Hanna""","Sweet Hanna arrangement with hydrangea, chrysanthemum and spray roses","1750","Author's bouquets","Hydrangea / chryzantema / roses spray","https://xoflowers.md/bouquet-hanna/"
"xof_authors_057","Bouquet ""Sweet paints""","Sweet colorful arrangement with spray roses and roses - available in S and M sizes","1350","Author's bouquets","Rose spray / rose","https://xoflowers.md/bouquet-sweet-paints/"
"xof_authors_058","Bouquet ""Lavanda""","Lavender-inspired arrangement with hydrangea, roses and viburnum","3000","Author's bouquets","Hydrangea / rose / viburnum","https://xoflowers.md/bouquet-lavanda/"
"xof_authors_059","Bouquet ""Sofia's kiss""","Romantic Sofia arrangement with hydrangea, roses, gerbera, matiola, eucalyptus and ranunculus - available in S, M, L sizes","1800","Author's bouquets","Hydrangea / rose / gerbera / matiola / eucalyptus / ranunculus","https://xoflowers.md/bouquet-sofias-kiss/"
"xof_authors_060","Bouquet ""Morning in Paris""","Parisian morning arrangement with roses, germini, tanacetum and dianthus","1900","Author's bouquets","Rose / germini / tanacetum / dianthus","https://xoflowers.md/bouquet-morning-paris/"
"xof_authors_061","Bouquet ""Spring garden""","Spring garden arrangement with ranunculus, hydrangea, genista, wax flower, roses, chrysanthemum and daffodils","2800","Author's bouquets","Ranunculus / hydrangea / genista / WAXflower / rose / chrysantema / daffodil","https://xoflowers.md/bouquet-spring-garden/"
"xof_authors_062","Bouquet ""Pink sun""","Pink sunny arrangement with tulips, gerbera, genista and roses - available in S and M sizes","680","Author's bouquets","Tulip / gerbera / genista / rose","https://xoflowers.md/bouquet-pink-sun/"
"xof_authors_063","Bouquet ""Passion""","Passionate arrangement with Rose Nina, Rose Pink Expression, carnation and Rose Julliet - available in S, M, L sizes","1350","Author's bouquets","Rose Nina / Rose Pink Expression / carnation / Rose Julliet","https://xoflowers.md/bouquet-passion/"
"xof_authors_064","Bouquet ""Gentle Light""","Gentle light arrangement with Playa Blanca roses, gerbera, carnation and spray roses - available in S, M, L sizes","1350","Author's bouquets","Playa Blanca rose / gerbera / carnation / spray rose","https://xoflowers.md/bouquet-gentle-light/"
"xof_authors_065","Bouquet ""Tender Feelings""","Tender arrangement with gerbera, spray roses, roses and chrysanthemum","950","Author's bouquets","Gerbera / rose spray / rose / chrysanthemum","https://xoflowers.md/bouquet-tender-feelings/"
"xof_authors_066","Bouquet of flowers ""Orange Accent""","Bright orange accent with spray roses Jullieta, chrysanthemum and gerbera","750","Author's bouquets","Rose spray Jullieta / chrysanthemum / gerbera","https://xoflowers.md/bouquet-orange-accent/"
"xof_authors_067","Flower bouquet ""Sweetheart""","Sweet arrangement with gerbera, chrysanthemum and statice","500","Author's bouquets","Gerbera / chryzantemum / statice","https://xoflowers.md/bouquet-sweetheart/"
"xof_authors_068","Flower bouquet ""Wave of Happiness""","Happy wave arrangement with ranunculus, gerbera and chrysanthemum","700","Author's bouquets","Ranunculus / gerbera / chrysanthemum","https://xoflowers.md/bouquet-wave-happiness/"
"xof_authors_069","Flower bouquet ""Flowers of love""","Loving arrangement with chrysanthemum, tulips and spray roses","600","Author's bouquets","Chrysanthemum / tulip / spray rose","https://xoflowers.md/bouquet-flowers-love/"
"xof_authors_070","Bouquet ""Sweet Silvia""","Sweet arrangement with Rose Silvia Pink and tanacetum","1550","Author's bouquets","Rose Silvia Pink / Tanacetum","https://xoflowers.md/bouquet-sweet-silvia/"
"xof_authors_071","Bouquet ""Pink Love""","Pink love arrangement with spray roses, tanacetum and chrysanthemum","1850","Author's bouquets","Roses spray / tanacetum / chryzantema","https://xoflowers.md/bouquet-pink-love/"
"xof_authors_072","Bouquet ""A fiery sunset""","Fiery sunset arrangement with roses, gerbera, lagurus and stabilized leaves","1100","Author's bouquets","Rose / gerbera / lagurus / stabilized leaves","https://xoflowers.md/bouquet-fiery-sunset/"
"xof_authors_073","Bouquet ""Fresh fall""","Fresh autumn arrangement with chrysanthemum, gerbera, roses and tanacetum","1300","Author's bouquets","Chryzantema / gerbera / rosД™ / tanacetum","https://xoflowers.md/bouquet-fresh-fall/"
"xof_authors_074","Bouquet ""Dawn""","Dawn arrangement with roses and gerbera","1500","Author's bouquets","Roses / gerbera","https://xoflowers.md/bouquet-dawn/"
"xof_authors_075","Bouquet ""Autumn sun""","Autumn sun arrangement with roses, chrysanthemum and ruskus","1350","Author's bouquets","Rose / chryzantema / ruskus","https://xoflowers.md/bouquet-autumn-sun/"
"xof_authors_076","Bouquet ""Gentle Autumn""","Gentle autumn roses arrangement - available in S and M sizes","1350","Author's bouquets","Roses","https://xoflowers.md/bouquet-gentle-autumn/"
